image,mask
data/ISIC2018_Task1-2_Training_Input/ISIC_0009901.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009901_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014663.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014663_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012852.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012852_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013651.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013651_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013190.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013190_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014722.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014722_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000882.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000882_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016029.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016029_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015485.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015485_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013749.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013749_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011156.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011156_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012855.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012855_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013808.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013808_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010452.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010452_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013842.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013842_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010194.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010194_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012655.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012655_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000413.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000413_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000133.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000133_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000164.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000164_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010102.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010102_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014844.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014844_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000099.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000099_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012203.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012203_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013244.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013244_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000366.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000366_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012273.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012273_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013986.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013986_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015152.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015152_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0006914.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0006914_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010488.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010488_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015941.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015941_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000239.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000239_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000015.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000015_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015115.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015115_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010858.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010858_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009954.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009954_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0002780.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0002780_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009504.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009504_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000541.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000541_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000249.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000249_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012272.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012272_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015293.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015293_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012379.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012379_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012969.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012969_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011084.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011084_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013805.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013805_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014577.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014577_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009298.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009298_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000505.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000505_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015201.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015201_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012549.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012549_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013801.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013801_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014089.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014089_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012828.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012828_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010569.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010569_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010573.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010573_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010220.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010220_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0002975.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0002975_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010364.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010364_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009921.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009921_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000080.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000080_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015035.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015035_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010075.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010075_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011353.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011353_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000109.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000109_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014936.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014936_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000324.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000324_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009881.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009881_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011168.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011168_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013434.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013434_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015211.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015211_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010461.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010461_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000509.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000509_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009917.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009917_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0004110.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0004110_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012653.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012653_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015250.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015250_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012376.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012376_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010496.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010496_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000552.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000552_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013980.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013980_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015331.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015331_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000392.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000392_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010057.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010057_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015233.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015233_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010074.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010074_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014211.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014211_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015960.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015960_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011151.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011151_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012090.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012090_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000246.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000246_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015173.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015173_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013390.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013390_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010341.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010341_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000061.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000061_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0007760.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0007760_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014826.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014826_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014273.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014273_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013995.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013995_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012873.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012873_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010557.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010557_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012679.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012679_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013572.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013572_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013047.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013047_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010171.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010171_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009946.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009946_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013178.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013178_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0008145.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0008145_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012159.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012159_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013690.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013690_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012323.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012323_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014907.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014907_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015291.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015291_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014527.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014527_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012095.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012095_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000093.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000093_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015967.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015967_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0009884.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0009884_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014169.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014169_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010251.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010251_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013090.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013090_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014723.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014723_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015330.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015330_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0016050.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0016050_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014072.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014072_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010248.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010248_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0011157.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0011157_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014299.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014299_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013334.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013334_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012538.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012538_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0010372.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0010372_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0015193.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0015193_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0012448.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0012448_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013911.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013911_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013565.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013565_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0013378.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0013378_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0014163.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0014163_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000532.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000532_segmentation.png
data/ISIC2018_Task1-2_Training_Input/ISIC_0000019.jpg,data/ISIC2018_Task1_Training_GroundTruth/ISIC_0000019_segmentation.png
